0.000000, 0.000000, 0.000000, 0.000000
0.009999, -0.009998, -0.009998, 0.009997
0.019855, -0.019714, -0.019712, 0.019497
0.029436, -0.028939, -0.028968, 0.028035
0.038528, -0.037488, -0.037532, 0.034976
0.046675, -0.045104, -0.045114, 0.039637
0.053051, -0.051435, -0.051322, 0.041964
0.059440, -0.057373, -0.057279, 0.042920
0.064328, -0.062261, -0.062208, 0.042203
0.064739, -0.064824, -0.064636, 0.039525
0.063366, -0.066126, -0.065828, 0.035626
0.059777, -0.065678, -0.065287, 0.030506
0.054830, -0.063945, -0.063573, 0.024525
0.049177, -0.061369, -0.061106, 0.018011
0.043565, -0.058480, -0.058474, 0.011322
0.038304, -0.055478, -0.055988, 0.004539
0.033543, -0.052436, -0.053655, -0.002167
0.029737, -0.049660, -0.051769, -0.008629
0.026274, -0.046728, -0.049949, -0.014923
0.023829, -0.044142, -0.048691, -0.020800
0.021364, -0.041119, -0.047189, -0.026662
0.019560, -0.038172, -0.045908, -0.032202
0.018743, -0.035614, -0.045078, -0.037169
0.018089, -0.032797, -0.044081, -0.041932
0.017923, -0.029985, -0.043110, -0.046313
0.017675, -0.026752, -0.041826, -0.050588
0.016987, -0.022900, -0.040096, -0.055052
0.015531, -0.018170, -0.037598, -0.059838
0.013275, -0.012602, -0.034359, -0.065002
0.010568, -0.006483, -0.030593, -0.070359
0.008147, -0.000367, -0.026755, -0.075340
0.005993, 0.005753, -0.022862, -0.079991
0.003285, 0.012500, -0.018331, -0.084991
0.001209, 0.018962, -0.013921, -0.089416
-0.000386, 0.025214, -0.009654, -0.093411
-0.002252, 0.031662, -0.005200, -0.097678
-0.003822, 0.038073, -0.000678, -0.101719
-0.004467, 0.043949, 0.003570, -0.104751
-0.005659, 0.050507, 0.008559, -0.108320
-0.006566, 0.057028, 0.013658, -0.111549
-0.006976, 0.063255, 0.018601, -0.114009
-0.007032, 0.069352, 0.023584, -0.115668
-0.007012, 0.075498, 0.028789, -0.116831
-0.006451, 0.081136, 0.033670, -0.116837
-0.005898, 0.086711, 0.038629, -0.116301
-0.005764, 0.092488, 0.043940, -0.115826
-0.005923, 0.098283, 0.049444, -0.115148
-0.007340, 0.104895, 0.055956, -0.115843
-0.009861, 0.112158, 0.063246, -0.117793
-0.012841, 0.119421, 0.070643, -0.120012
-0.016484, 0.126844, 0.078308, -0.122821
-0.019914, 0.133522, 0.085284, -0.124763
-0.023280, 0.139690, 0.091831, -0.126166
-0.026395, 0.145123, 0.097641, -0.126642
-0.029667, 0.150248, 0.103134, -0.127404
-0.033202, 0.155332, 0.108752, -0.129058
-0.036878, 0.160251, 0.114238, -0.131684
-0.040952, 0.165216, 0.119896, -0.135749
-0.045040, 0.169689, 0.125082, -0.139890
-0.048876, 0.173642, 0.129693, -0.143999
-0.051973, 0.176518, 0.133087, -0.147645
-0.054633, 0.178690, 0.135691, -0.150714
-0.056973, 0.180365, 0.137871, -0.154081
-0.059383, 0.181924, 0.140044, -0.158318
-0.061952, 0.183398, 0.142383, -0.163876
-0.064677, 0.184831, 0.144898, -0.170431
-0.067468, 0.186204, 0.147410, -0.177587
-0.070296, 0.187568, 0.150204, -0.185574
-0.072916, 0.188594, 0.152678, -0.193591
-0.075249, 0.189174, 0.154574, -0.201255
-0.076897, 0.188739, 0.155072, -0.207465
-0.078404, 0.188169, 0.155419, -0.213677
-0.080110, 0.187789, 0.155956, -0.220295
-0.082215, 0.187882, 0.157115, -0.227700
-0.084299, 0.187813, 0.157819, -0.234783
-0.086384, 0.187629, 0.158226, -0.242004
-0.088855, 0.187915, 0.159041, -0.249894
-0.091286, 0.188140, 0.159515, -0.257288
-0.093267, 0.187574, 0.158611, -0.263343
-0.095098, 0.186814, 0.157256, -0.268698
-0.096954, 0.186137, 0.155814, -0.273948
-0.098919, 0.185669, 0.154477, -0.279355
-0.101265, 0.185834, 0.153886, -0.285433
-0.103811, 0.186447, 0.153802, -0.291606
-0.106215, 0.187144, 0.153824, -0.296935
-0.108309, 0.187784, 0.153617, -0.301104
-0.109997, 0.188186, 0.153144, -0.304418
-0.111298, 0.188340, 0.152106, -0.306522
-0.112595, 0.188671, 0.151349, -0.308708
-0.114124, 0.189421, 0.150952, -0.311252
-0.115416, 0.189790, 0.149914, -0.313204
-0.117178, 0.190908, 0.149633, -0.315993
-0.119423, 0.192890, 0.150185, -0.319468
-0.121774, 0.195181, 0.151029, -0.322950
-0.123824, 0.197192, 0.151471, -0.325769
-0.125537, 0.198901, 0.151422, -0.327651
-0.126778, 0.200154, 0.150731, -0.328412
-0.127677, 0.201153, 0.149672, -0.328160
-0.128672, 0.202466, 0.148750, -0.327764
-0.130265, 0.204648, 0.148662, -0.328251
-0.132352, 0.207616, 0.149426, -0.329558
-0.134561, 0.210839, 0.150483, -0.331170
-0.136751, 0.214185, 0.151714, -0.332514
-0.138666, 0.217206, 0.152491, -0.333367
-0.140399, 0.220036, 0.153185, -0.333684
-0.141845, 0.222443, 0.153264, -0.333319
-0.143217, 0.224794, 0.153350, -0.332710
-0.144847, 0.227585, 0.153908, -0.332528
-0.146668, 0.230706, 0.154880, -0.332566
-0.148479, 0.233727, 0.155568, -0.332278
-0.150325, 0.236802, 0.156519, -0.331917
-0.152254, 0.239937, 0.157537, -0.331587
-0.153940, 0.242711, 0.158042, -0.330683
-0.155001, 0.244597, 0.157343, -0.329047
-0.156123, 0.246579, 0.156761, -0.327464
-0.157516, 0.248943, 0.156496, -0.326054
-0.159065, 0.251538, 0.156453, -0.324765
-0.160715, 0.254167, 0.156009, -0.323357
-0.162366, 0.256855, 0.155325, -0.321758
-0.163918, 0.259398, 0.154307, -0.320124
-0.165373, 0.261731, 0.152877, -0.318256
-0.166850, 0.264071, 0.150984, -0.316168
-0.168611, 0.266839, 0.149468, -0.314607
-0.170448, 0.269813, 0.147976, -0.313382
-0.172276, 0.272949, 0.146575, -0.312327
-0.173959, 0.275933, 0.145191, -0.311411
-0.175654, 0.278959, 0.143911, -0.310689
-0.177164, 0.281689, 0.142184, -0.309673
-0.178841, 0.284684, 0.140633, -0.308999
-0.180384, 0.287506, 0.138932, -0.308341
-0.181891, 0.290199, 0.137123, -0.307653
-0.183515, 0.292956, 0.135077, -0.307026
-0.185256, 0.295855, 0.133102, -0.306790
-0.186927, 0.298568, 0.130443, -0.306078
-0.188712, 0.301524, 0.128212, -0.305972
-0.190810, 0.304935, 0.126409, -0.306549
-0.192798, 0.308165, 0.124321, -0.307330
-0.194905, 0.311630, 0.122526, -0.308663
-0.196976, 0.315087, 0.121030, -0.310191
