epoch,batch,loss,duration
5, 11, 0.410032, 1.673359
5, 12, 0.426484, 3.555277
5, 13, 0.421597, 2.528409
5, 14, 0.420863, 2.582420
5, 15, 0.429622, 3.566285
5, 16, 0.413343, 2.958467
5, 17, 0.423861, 3.006628
5, 18, 0.413405, 3.021171
5, 19, 0.403544, 1.756561
5, 20, 0.430631, 3.828282
5, 21, 0.414257, 2.071797
5, 22, 0.385219, 1.954767
5, 23, 0.432809, 3.903741
5, 24, 0.440509, 4.607607
5, 25, 0.405607, 2.787041
5, 26, 0.429777, 4.347459
5, 27, 0.440532, 5.231666
5, 28, 0.435162, 3.715651
5, 29, 0.426561, 4.311375
5, 30, 0.411381, 2.196629
5, 31, 0.450020, 6.571351
5, 32, 0.417260, 2.348287
5, 33, 0.433010, 2.738497
5, 34, 0.402846, 1.937872
5, 35, 0.432094, 2.836207
5, 36, 0.413906, 2.895991
5, 37, 0.450543, 4.318436
5, 38, 0.417405, 2.515985
5, 39, 0.444446, 5.872579
5, 40, 0.432861, 4.348529
5, 41, 0.387081, 1.837078
5, 42, 0.399113, 2.061433
5, 43, 0.435283, 5.578586
5, 44, 0.414762, 2.992173
5, 45, 0.425549, 3.136514
5, 46, 0.418009, 2.736715
5, 47, 0.433756, 3.963337
5, 48, 0.439893, 4.625993
5, 49, 0.424441, 3.521867
5, 50, 0.399951, 2.289697
6, 1, 0.385800, 1.759817
6, 2, 0.410332, 3.004044
6, 3, 0.415462, 2.338884
6, 4, 0.449491, 4.481125
6, 5, 0.397953, 2.028971
6, 6, 0.424090, 3.645279
6, 7, 0.438615, 5.382890
6, 8, 0.422232, 3.634864
6, 9, 0.433207, 3.978668
6, 10, 0.424564, 4.324252
6, 11, 0.399099, 2.360568
6, 12, 0.400202, 1.885800
6, 13, 0.429875, 3.864926
6, 14, 0.408949, 2.069819
6, 15, 0.436495, 4.955172
6, 16, 0.436009, 5.110795
6, 17, 0.429866, 3.011715
6, 18, 0.404555, 1.690103
6, 19, 0.411663, 2.896399
6, 20, 0.400092, 1.939586
6, 21, 0.401892, 2.566116
6, 22, 0.423158, 3.006250
6, 23, 0.418839, 2.927136
6, 24, 0.431047, 4.377930
6, 25, 0.429991, 2.778165
6, 26, 0.381190, 1.996600
6, 27, 0.424453, 3.543145
6, 28, 0.402467, 2.280866
6, 29, 0.408688, 2.255839
6, 30, 0.408848, 3.072747
6, 31, 0.415465, 2.534880
6, 32, 0.437485, 4.428323
6, 33, 0.412261, 3.151424
6, 34, 0.438065, 4.888154
6, 35, 0.431921, 3.750632
6, 36, 0.426415, 3.825779
6, 37, 0.425327, 4.330042
6, 38, 0.414308, 2.517764
6, 39, 0.408929, 2.116748
6, 40, 0.411213, 2.897256
6, 41, 0.414918, 2.565952
6, 42, 0.447436, 6.578637
6, 43, 0.383628, 1.852004
6, 44, 0.351980, 1.055593
6, 45, 0.432547, 5.053959
6, 46, 0.425875, 3.782930
6, 47, 0.381478, 1.657324
6, 48, 0.423148, 3.136542
6, 49, 0.415111, 2.746091
6, 50, 0.441252, 5.902781
7, 1, 0.395462, 2.130387
7, 2, 0.435091, 5.565311
7, 3, 0.428074, 3.941217
7, 4, 0.380932, 1.657740
7, 5, 0.414234, 2.509527
7, 6, 0.428217, 2.743241
7, 7, 0.433776, 5.092799
7, 8, 0.411100, 2.864802
7, 9, 0.407382, 2.073481
7, 10, 0.400078, 2.606589
7, 11, 0.435475, 5.294490
7, 12, 0.407179, 2.153795
7, 13, 0.431641, 5.110895
7, 14, 0.409651, 2.895229
7, 15, 0.400646, 2.323897
7, 16, 0.378848, 1.953584
7, 17, 0.421059, 3.032467
7, 18, 0.424628, 3.863504
7, 19, 0.381816, 1.647409
7, 20, 0.424336, 3.862244
7, 21, 0.397062, 1.759746
7, 22, 0.401208, 1.672144
7, 23, 0.397097, 1.942314
7, 24, 0.407092, 3.029578
7, 25, 0.423881, 4.304797
7, 26, 0.406406, 2.900485
7, 27, 0.440111, 5.897413
7, 28, 0.415865, 2.987660
7, 29, 0.395322, 2.228711
7, 30, 0.436029, 4.633949
7, 31, 0.381340, 1.839324
7, 32, 0.406304, 2.195932
7, 33, 0.445066, 6.575094
7, 34, 0.426038, 2.834304
7, 35, 0.421461, 3.537688
7, 36, 0.412001, 2.556445
7, 37, 0.445211, 4.338234
7, 38, 0.421063, 4.366713
7, 39, 0.412764, 2.769797
7, 40, 0.411869, 2.572851
7, 41, 0.348831, 1.037347
7, 42, 0.408449, 2.893683
7, 43, 0.418519, 3.840093
7, 44, 0.432236, 4.126640
7, 45, 0.425165, 3.151359
7, 46, 0.422875, 3.582564
7, 47, 0.430458, 3.982612
7, 48, 0.411564, 2.337701
7, 49, 0.430899, 4.341996
7, 50, 0.436303, 4.356193
8, 1, 0.425416, 4.647712
8, 2, 0.429841, 4.007823
8, 3, 0.412361, 2.519029
8, 4, 0.424829, 3.847023
8, 5, 0.419793, 3.044707
8, 6, 0.416325, 2.928400
8, 7, 0.421898, 4.480664
8, 8, 0.426039, 3.958324
8, 9, 0.404953, 2.116925
8, 10, 0.445646, 4.294647
8, 11, 0.407311, 3.148113
8, 12, 0.405337, 2.285338
8, 13, 0.419967, 3.660244
8, 14, 0.444075, 6.588766
8, 15, 0.399285, 1.680400
8, 16, 0.420802, 3.519375
8, 17, 0.410054, 2.357848
8, 18, 0.411650, 2.595060
8, 19, 0.411027, 2.588942
8, 20, 0.432446, 4.941293
8, 21, 0.395536, 1.957179
8, 22, 0.397284, 2.564033
8, 23, 0.425473, 2.794857
8, 24, 0.376261, 1.959926
8, 25, 0.398939, 2.273197
8, 26, 0.379878, 1.840859
8, 27, 0.404738, 2.199490
8, 28, 0.377733, 1.657098
8, 29, 0.426720, 4.367077
8, 30, 0.429296, 5.013265
8, 31, 0.393287, 2.213756
8, 32, 0.432437, 5.586670
8, 33, 0.421495, 4.082118
8, 34, 0.419808, 3.139506
8, 35, 0.379063, 1.652747
8, 36, 0.433399, 4.387342
8, 37, 0.407052, 2.899107
8, 38, 0.394400, 1.757008
8, 39, 0.416288, 3.554360
8, 40, 0.430167, 5.217571
8, 41, 0.390286, 1.983183
8, 42, 0.403905, 2.896709
8, 43, 0.433887, 4.595708
8, 44, 0.423792, 2.838408
8, 45, 0.407408, 2.862672
8, 46, 0.404003, 3.015689
8, 47, 0.427789, 3.702016
8, 48, 0.348430, 1.030856
8, 49, 0.412942, 2.809818
8, 50, 0.438110, 6.055518
9, 1, 0.422221, 3.943364
9, 2, 0.428417, 4.386272
9, 3, 0.424824, 4.295785
9, 4, 0.403650, 2.074222
9, 5, 0.425779, 2.734658
9, 6, 0.394599, 1.762611
9, 7, 0.377154, 1.962285
9, 8, 0.433101, 5.386224
9, 9, 0.416417, 3.581041
9, 10, 0.414194, 2.926376
9, 11, 0.379523, 1.644714
9, 12, 0.417783, 3.055589
9, 13, 0.434665, 4.631313
9, 14, 0.432430, 5.008347
9, 15, 0.419463, 3.138615
9, 16, 0.397806, 1.673520
9, 17, 0.406244, 2.893462
9, 18, 0.421204, 3.907387
9, 19, 0.428728, 3.701701
9, 20, 0.409563, 2.550140
9, 21, 0.346032, 1.100810
9, 22, 0.429999, 5.333783
9, 23, 0.444392, 4.264139
9, 24, 0.398558, 2.270922
9, 25, 0.404259, 3.042786
9, 26, 0.443537, 6.506417
9, 27, 0.396756, 2.576190
9, 28, 0.419361, 4.403450
9, 29, 0.424409, 2.853731
9, 30, 0.393949, 1.943273
9, 31, 0.378860, 1.906601
9, 32, 0.404989, 2.244586
9, 33, 0.406890, 2.896611
9, 34, 0.407985, 2.336293
9, 35, 0.376186, 1.656836
9, 36, 0.406988, 2.868633
9, 37, 0.392423, 2.224704
9, 38, 0.417633, 3.648380
9, 39, 0.409964, 2.750209
9, 40, 0.425496, 4.426347
9, 41, 0.420162, 3.833350
9, 42, 0.403433, 2.286250
9, 43, 0.436804, 6.096604
9, 44, 0.409054, 2.514243
9, 45, 0.427870, 5.029347
9, 46, 0.403075, 2.892638
9, 47, 0.423503, 3.844630
9, 48, 0.388902, 1.981861
9, 49, 0.408506, 2.573906
9, 50, 0.432019, 4.322371
10, 1, 0.428800, 5.468852
10, 2, 0.431154, 5.296645
10, 3, 0.422772, 2.783825
10, 4, 0.427475, 5.013394
10, 5, 0.407398, 2.333653
10, 6, 0.441773, 6.732167
10, 7, 0.430420, 4.917616
10, 8, 0.432508, 5.091266
10, 9, 0.408662, 2.543930
10, 10, 0.377718, 1.843168
10, 11, 0.374388, 1.954017
10, 12, 0.402902, 2.070003
10, 13, 0.422254, 2.837162
10, 14, 0.418442, 3.136873
10, 15, 0.393084, 1.762864
10, 16, 0.436421, 5.910685
10, 17, 0.404151, 2.896889
10, 18, 0.419429, 3.781017
10, 19, 0.392966, 1.988015
10, 20, 0.408129, 2.539026
10, 21, 0.402243, 2.893826
10, 22, 0.402892, 2.201433
10, 23, 0.422926, 3.873323
10, 24, 0.414382, 3.609039
10, 25, 0.405497, 2.899149
10, 26, 0.345350, 1.032206
10, 27, 0.412692, 2.929027
10, 28, 0.409852, 2.742531
10, 29, 0.417717, 3.638938
10, 30, 0.420230, 4.165300
10, 31, 0.426889, 4.248738
10, 32, 0.397623, 2.363706
10, 33, 0.408634, 2.576391
10, 34, 0.416344, 3.039716
10, 35, 0.395165, 2.573618
10, 36, 0.420313, 4.296093
10, 37, 0.401315, 2.154263
10, 38, 0.388498, 2.036625
10, 39, 0.425124, 4.374961
10, 40, 0.395680, 1.698889
10, 41, 0.402710, 3.015396
10, 42, 0.431824, 4.329032
10, 43, 0.443059, 4.270571
10, 44, 0.417840, 3.490168
10, 45, 0.427112, 3.712228
10, 46, 0.391880, 2.276218
10, 47, 0.376918, 1.679072
10, 48, 0.406076, 2.874236
10, 49, 0.374801, 1.657690
10, 50, 0.417702, 4.393123
11, 1, 0.402702, 2.610256
11, 2, 0.344063, 1.046443
11, 3, 0.418366, 3.599331
11, 4, 0.394930, 2.573643
11, 5, 0.432701, 4.721188
11, 6, 0.418928, 3.860870
11, 7, 0.395291, 1.711250
11, 8, 0.428023, 5.122710
11, 9, 0.430484, 4.913876
11, 10, 0.419249, 3.787262
11, 11, 0.436172, 5.951329
11, 12, 0.373623, 1.953470
11, 13, 0.408081, 2.514665
11, 14, 0.408915, 2.771425
11, 15, 0.411273, 2.925464
11, 16, 0.421843, 2.860407
11, 17, 0.431351, 4.392275
11, 18, 0.402142, 2.115223
11, 19, 0.392195, 2.110599
11, 20, 0.417925, 3.475793
11, 21, 0.422171, 2.868685
11, 22, 0.402361, 3.019168
11, 23, 0.403684, 2.897367
11, 24, 0.415709, 3.004803
11, 25, 0.374411, 1.656473
11, 26, 0.424067, 4.359123
11, 27, 0.440794, 6.457343
11, 28, 0.387315, 1.987318
11, 29, 0.422565, 3.840649
11, 30, 0.406470, 2.335329
11, 31, 0.407420, 2.624017
11, 32, 0.400223, 2.114505
11, 33, 0.427802, 5.106675
11, 34, 0.416824, 4.342322
11, 35, 0.442582, 4.292146
11, 36, 0.396223, 2.274336
11, 37, 0.429910, 5.351721
11, 38, 0.376673, 1.946611
11, 39, 0.405240, 2.930693
11, 40, 0.419333, 4.282977
11, 41, 0.390505, 2.212042
11, 42, 0.414068, 3.552268
11, 43, 0.401772, 2.888571
11, 44, 0.424960, 3.965488
11, 45, 0.408162, 2.550759
11, 46, 0.416152, 3.565346
11, 47, 0.426312, 3.758976
11, 48, 0.404757, 2.950844
11, 49, 0.391820, 1.758785
11, 50, 0.376284, 1.644482
12, 1, 0.408309, 3.100404
12, 2, 0.417410, 3.222895
12, 3, 0.373947, 1.655791
12, 4, 0.407494, 2.505995
12, 5, 0.407049, 2.608059
12, 6, 0.391882, 1.945573
12, 7, 0.419215, 4.407626
12, 8, 0.435538, 6.089144
12, 9, 0.401814, 2.284667
12, 10, 0.394509, 1.850736
12, 11, 0.387281, 2.075632
12, 12, 0.431403, 4.638120
12, 13, 0.390219, 2.211073
12, 14, 0.416993, 4.331072
12, 15, 0.373530, 1.969794
12, 16, 0.424829, 4.078204
12, 17, 0.407675, 2.546457
12, 18, 0.416001, 3.521737
12, 19, 0.442555, 4.286236
12, 20, 0.417840, 3.852555
12, 21, 0.395816, 2.269786
12, 22, 0.415059, 3.028771
12, 23, 0.406334, 2.340861
12, 24, 0.399918, 2.077987
12, 25, 0.375897, 1.646051
12, 26, 0.346304, 1.032539
12, 27, 0.400225, 2.570038
12, 28, 0.393768, 1.756660
12, 29, 0.427409, 2.845882
12, 30, 0.421175, 3.864997
12, 31, 0.404836, 2.201598
12, 32, 0.379358, 2.028710
12, 33, 0.429536, 5.396372
12, 34, 0.429650, 5.051316
12, 35, 0.411822, 2.926688
12, 36, 0.406071, 2.875905
12, 37, 0.425433, 4.412544
12, 38, 0.402269, 3.018037
12, 39, 0.403005, 2.891833
12, 40, 0.422859, 3.840117
12, 41, 0.441719, 6.534412
12, 42, 0.413842, 3.649275
12, 43, 0.430116, 5.012845
12, 44, 0.421803, 2.733969
12, 45, 0.405267, 2.901511
12, 46, 0.431635, 4.324644
12, 47, 0.403415, 2.956819
12, 48, 0.426320, 3.719965
12, 49, 0.417726, 3.773774
12, 50, 0.429812, 5.404559
13, 1, 0.394437, 1.791273
13, 2, 0.391762, 1.756389
13, 3, 0.417767, 3.984043
13, 4, 0.401557, 2.200146
13, 5, 0.401872, 2.099924
13, 6, 0.423693, 4.632185
13, 7, 0.386930, 2.064014
13, 8, 0.427630, 5.186691
13, 9, 0.415834, 3.596060
13, 10, 0.404420, 2.925912
13, 11, 0.430521, 4.321281
13, 12, 0.440401, 6.545010
13, 13, 0.401538, 3.137156
13, 14, 0.393684, 2.618619
13, 15, 0.418870, 4.292175
13, 16, 0.425986, 5.156141
13, 17, 0.399601, 2.351135
13, 18, 0.404448, 3.162359
13, 19, 0.416927, 3.576657
13, 20, 0.414646, 3.044742
13, 21, 0.373558, 1.661085
13, 22, 0.389890, 2.212485
13, 23, 0.345111, 1.034043
13, 24, 0.442100, 4.261920
13, 25, 0.376508, 1.849995
13, 26, 0.431802, 4.600948
13, 27, 0.410761, 2.926006
13, 28, 0.402110, 2.896399
13, 29, 0.429540, 5.240003
13, 30, 0.408366, 2.753952
13, 31, 0.373057, 1.956409
13, 32, 0.391385, 1.939846
13, 33, 0.376376, 1.649651
13, 34, 0.402905, 2.893867
13, 35, 0.413226, 3.576781
13, 36, 0.435527, 5.887313
13, 37, 0.406605, 2.507867
13, 38, 0.417217, 3.349211
13, 39, 0.395426, 2.509173
13, 40, 0.424305, 4.199682
13, 41, 0.407124, 2.517178
13, 42, 0.405706, 2.336036
13, 43, 0.425774, 3.702500
13, 44, 0.406367, 2.577470
13, 45, 0.420606, 2.736969
13, 46, 0.416041, 4.345776
13, 47, 0.420572, 2.899969
13, 48, 0.417866, 3.795502
13, 49, 0.421779, 3.843199
13, 50, 0.429623, 4.953846
14, 1, 0.425753, 5.457708
14, 2, 0.372625, 1.987797
14, 3, 0.393506, 2.564526
14, 4, 0.375299, 1.646803
14, 5, 0.404209, 2.932831
14, 6, 0.407670, 2.808838
14, 7, 0.343622, 1.055077
14, 8, 0.423820, 4.678241
14, 9, 0.406638, 2.775132
14, 10, 0.426408, 3.858304
14, 11, 0.440291, 6.563257
14, 12, 0.417002, 3.137145
14, 13, 0.394089, 1.682330
14, 14, 0.429819, 4.921583
14, 15, 0.415790, 4.363202
14, 16, 0.431368, 4.610709
14, 17, 0.426824, 5.059133
14, 18, 0.406821, 2.524788
14, 19, 0.415808, 3.582915
14, 20, 0.375525, 1.838274
14, 21, 0.418662, 4.346237
14, 22, 0.414189, 3.064788
14, 23, 0.417452, 3.791787
14, 24, 0.406703, 2.517137
14, 25, 0.409615, 2.929030
14, 26, 0.373069, 1.823551
14, 27, 0.405607, 2.570620
14, 28, 0.400979, 3.323008
14, 29, 0.391231, 1.796809
14, 30, 0.435224, 5.871681
14, 31, 0.429928, 4.320831
14, 32, 0.386407, 1.983125
14, 33, 0.412478, 3.585626
14, 34, 0.398948, 2.116294
14, 35, 0.420642, 2.746507
14, 36, 0.400926, 2.199096
14, 37, 0.421395, 3.844379
14, 38, 0.429516, 5.418001
14, 39, 0.416539, 3.469329
14, 40, 0.418060, 3.834194
14, 41, 0.390685, 1.949991
14, 42, 0.401213, 2.896715
14, 43, 0.442176, 4.263007
14, 44, 0.404052, 2.889778
14, 45, 0.401577, 2.114659
14, 46, 0.420304, 2.996470
14, 47, 0.423651, 4.360498
14, 48, 0.402409, 3.050390
14, 49, 0.395089, 2.273121
14, 50, 0.389578, 2.256111
15, 1, 0.389442, 2.371692
15, 2, 0.425382, 3.840796
15, 3, 0.393166, 1.731407
15, 4, 0.390797, 1.762340
15, 5, 0.400698, 2.964358
15, 6, 0.392754, 2.585537
15, 7, 0.423702, 4.054720
15, 8, 0.375339, 1.878358
15, 9, 0.406333, 2.530497
15, 10, 0.421092, 3.892780
15, 11, 0.429823, 4.490083
15, 12, 0.343029, 1.032878
15, 13, 0.390786, 1.968084
15, 14, 0.434577, 5.983335
15, 15, 0.375097, 1.648598
15, 16, 0.405324, 2.333529
15, 17, 0.441304, 4.288701
15, 18, 0.422835, 4.619638
15, 19, 0.416943, 4.172760
15, 20, 0.419960, 2.836224
15, 21, 0.398740, 2.077054
15, 22, 0.372736, 1.655494
15, 23, 0.385656, 1.985484
15, 24, 0.418258, 4.281790
15, 25, 0.413625, 3.005308
15, 26, 0.400690, 2.216718
15, 27, 0.429203, 5.435261
15, 28, 0.415970, 4.311510
15, 29, 0.440445, 6.500773
15, 30, 0.415309, 3.576341
15, 31, 0.425854, 5.030438
15, 32, 0.420697, 2.735137
15, 33, 0.407193, 2.768066
15, 34, 0.395480, 2.318588
15, 35, 0.412959, 3.583321
15, 36, 0.426377, 5.196110
15, 37, 0.404087, 3.219777
15, 38, 0.428909, 5.030087
15, 39, 0.401155, 2.071335
15, 40, 0.417556, 3.765613
15, 41, 0.400528, 3.062123
15, 42, 0.406390, 2.512866
15, 43, 0.430592, 4.724616
15, 44, 0.372052, 1.956209
15, 45, 0.403908, 2.869579
15, 46, 0.416462, 3.201452
15, 47, 0.402186, 2.977691
15, 48, 0.416235, 3.485288
15, 49, 0.405690, 2.574465
15, 50, 0.409330, 2.927540
16, 1, 0.441203, 4.646423
16, 2, 0.424869, 5.107873
16, 3, 0.400481, 3.032316
16, 4, 0.404609, 2.345624
16, 5, 0.400757, 2.183945
16, 6, 0.426046, 5.577831
16, 7, 0.419730, 2.733400
16, 8, 0.423260, 4.023225
16, 9, 0.417891, 4.308140
16, 10, 0.406576, 2.738910
16, 11, 0.412099, 3.554032
16, 12, 0.398299, 2.081441
16, 13, 0.434273, 5.925612
16, 14, 0.400298, 2.929212
16, 15, 0.415966, 3.472123
16, 16, 0.389217, 2.251662
16, 17, 0.405463, 2.585946
16, 18, 0.390402, 1.755739
16, 19, 0.372581, 1.714628
16, 20, 0.429459, 4.324714
16, 21, 0.430087, 4.612836
16, 22, 0.390385, 1.959399
16, 23, 0.415306, 4.400312
16, 24, 0.374724, 1.715814
16, 25, 0.405938, 2.718282
16, 26, 0.419583, 3.174902
16, 27, 0.428699, 4.958030
16, 28, 0.413889, 3.010155
16, 29, 0.416845, 3.789335
16, 30, 0.414635, 3.524872
16, 31, 0.392293, 2.597725
16, 32, 0.421109, 3.920487
16, 33, 0.400411, 2.199263
16, 34, 0.375005, 1.840349
16, 35, 0.439191, 6.560548
16, 36, 0.428501, 5.257101
16, 37, 0.422416, 4.387673
16, 38, 0.406006, 2.568285
16, 39, 0.401814, 2.962463
16, 40, 0.403324, 2.960401
16, 41, 0.403461, 2.906580
16, 42, 0.416003, 3.138006
16, 43, 0.371447, 1.960430
16, 44, 0.424798, 4.013714
16, 45, 0.342259, 1.147761
16, 46, 0.408929, 2.987484
16, 47, 0.394288, 2.310471
16, 48, 0.416225, 3.826183
16, 49, 0.392816, 1.670306
16, 50, 0.385047, 1.982472
17, 1, 0.434241, 6.214316
17, 2, 0.403382, 2.964446
17, 3, 0.439101, 6.471542
17, 4, 0.403047, 2.901616
17, 5, 0.424663, 3.828355
17, 6, 0.440704, 4.320593
17, 7, 0.416308, 3.843781
17, 8, 0.398159, 2.075928
17, 9, 0.372005, 1.655468
17, 10, 0.428113, 4.961585
17, 11, 0.413015, 3.076297
17, 12, 0.405595, 2.516832
17, 13, 0.401652, 3.052411
17, 14, 0.391933, 2.821553
17, 15, 0.419019, 3.042019
17, 16, 0.414477, 3.552586
17, 17, 0.404306, 2.337122
17, 18, 0.416438, 3.822024
17, 19, 0.427980, 5.351250
17, 20, 0.429563, 4.330328
17, 21, 0.405480, 2.511532
